"phase","implemented","rule name","rule content","spec location","compiler location"
"Phase 1 - Parse and Aggregate","ambiguous","HasTerminator(F, i)","HasTerminator(F, i) ? ? t ? BoundaryTokens(F, i). IsTerminator(t)
A newline inside `{ ... }` MUST use `Continue(K, i)` without modification; the depth disjunct and non-depth disjuncts apply uniformly inside and outside braces.
Commas are separators within a single statement and are never statement terminators. A comma MUST appear only between elements of a comma-delimited production. Item-separated bodies use statement terminators instead and MUST NOT use commas as top-level separators unless their local grammar explicitly permits them. Trailing commas are permitted only when TrailingCommaAllowed (?5.5); otherwise they are ill-formed. A permitted trailing comma does not introduce an empty list element.","CursiveSpecification.md:1873-1882","cursive/src/02_source/lexer/lexer.cpp:458-518; cursive/src/02_source/parser/parser_terminator.cpp:36-39,65-107. Newline and `;` termination align with the corrected continuation contract, but the full `HasTerminator(F, i)` paragraph still depends on parser-side boundary-token use and `TrailingCommaAllowed`, so this row remains the Phase 2 parser-helper spillover dependency."
"Phase 1 - Parse and Aggregate","ambiguous","HasTerminator(F, i)","HasTerminator(F, i) ? ? t ? BoundaryTokens(F, i). IsTerminator(t)
A newline inside `{ ... }` MUST use `Continue(K, i)` without modification; the depth disjunct and non-depth disjuncts apply uniformly inside and outside braces.
Commas are separators within a single statement and are never statement terminators. A comma MUST appear only between elements of a comma-delimited production. Item-separated bodies use statement terminators instead and MUST NOT use commas as top-level separators unless their local grammar explicitly permits them. Trailing commas are permitted only when TrailingCommaAllowed (?5.5); otherwise they are ill-formed. A permitted trailing comma does not introduce an empty list element.","CursiveSpecification.md:1873-1882","cursive/src/02_source/lexer/lexer.cpp:458-518; cursive/src/02_source/parser/parser_terminator.cpp:36-39,65-107. Newline and `;` termination align with the corrected continuation contract, but the full `HasTerminator(F, i)` paragraph still depends on parser-side boundary-token use and `TrailingCommaAllowed`, so this row remains the Phase 2 parser-helper spillover dependency."
"Phase 1 - Parse and Aggregate","complete","RequiredTerminator : Token* ? ? ? Bool","RequiredTerminator : Token* ? ? ? Bool","CursiveSpecification.md:1849","cursive/include/02_source/lexer/lexer.h:116-117 ? declares `bool RequiredTerminator(const std::vector<Token>& tokens, std::size_t index);`; cursive/src/02_source/lexer/lexer.cpp:207-257,459-468,482-484,528-531 defines the newline-context helper path and the public `RequiredTerminator` wrapper used by `FilterNewlines`; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10667-10696,16560 adds and invokes `issue570_required_terminator_surface_conformance`"
"Phase 1 - Parse and Aggregate","complete","ContinuesLine : Token* ? ? ? Bool","ContinuesLine : Token* ? ? ? Bool","CursiveSpecification.md:1850","cursive/include/02_source/lexer/lexer.h:116-119 ? declares `bool ContinuesLine(const std::vector<Token>& tokens, std::size_t index);`; cursive/src/02_source/lexer/lexer.cpp:286-337,552-554 defines the shared `ContinuesLineImpl` logic and the public `ContinuesLine` wrapper; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10698-10726,16593 adds and invokes `issue571_continues_line_surface_conformance`"
"Phase 1 - Parse and Aggregate","complete","ContinuesLine(K, i)","ContinuesLine(K, i) ? K[i].kind = newline ? Continue(K, i)","CursiveSpecification.md:1878","cursive/src/02_source/lexer/lexer.cpp:422-525 ? newline tokens are continued exactly when the realized `Continue(K, i)` predicate holds"
"Phase 1 - Parse and Aggregate","complete","RequiredTerminator(K, i)","RequiredTerminator(K, i) ? K[i].kind = newline ? ? ContinuesLine(K, i)","CursiveSpecification.md:1879","cursive/src/02_source/lexer/lexer.cpp:422-525; cursive/src/02_source/parser/parser_terminator.cpp:36-39 ? after newline filtering aligns with `Continue(K, i)`, surviving newline tokens are exactly the required terminators consumed by the parser"
"Phase 1 - Parse and Aggregate","ambiguous","Missing-Terminator-Err","**(Missing-Terminator-Err)**
RequiredTerminator(K, i)    ? HasTerminator(Filter(K), i)    c = Code(Missing-Terminator-Err)
??????????????????????????????????????????????????????????????????????????????????????????????
? ? Emit(c)","CursiveSpecification.md:1854-1857","cursive/src/02_source/parser/parser_terminator.cpp:65-107; cursive/src/02_source/lexer/lexer.cpp:458-518 ? missing-terminator emission exists, but it is driven by parser-side terminator checks rather than the exact formal `RequiredTerminator`/`HasTerminator(Filter(K), i)` judgment"
"Phase 1 - Parse and Aggregate","complete","SourceLoadState","SourceLoadState = {Start(f, B), Sized(f, B), Decoded(f, B, U), BomStripped(f, B, U, b, j), Normalized(f, B, T, j), LineMapped(f, B, T, L), Validated(S), Error(code)}","CursiveSpecification.md:1861","cursive/include/00_core/source_load.h:13-57 ? `SourceLoadState` is now an explicit `std::variant` over `SourceLoadStartState`, `SourceLoadSizedState`, `SourceLoadDecodedState`, `SourceLoadBomStrippedState`, `SourceLoadNormalizedState`, `SourceLoadLineMappedState`, `SourceLoadValidatedState`, and `SourceLoadErrorState`; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10728-10752,16624 adds and invokes `issue572_source_load_state_conformance`"
"Phase 1 - Parse and Aggregate","complete","B","B ? Bytes","CursiveSpecification.md:1862","cursive/src/00_core/source_load.cpp:314-315; cursive/include/00_core/source_text.h:112 ? the source-loading pipeline takes `B` as a byte sequence represented by `std::vector<std::uint8_t>`"
"Phase 1 - Parse and Aggregate","complete","U","U ? Scalars","CursiveSpecification.md:1863","cursive/include/00_core/source_text.h:44-45,122-124 ? `Scalars` is an explicit alias for `std::vector<UnicodeScalar>` and `DecodeResult.scalars` stores decoded `U` values in that exact sequence type; cursive/src/00_core/source_load.cpp:232-242 returns `DecodeResult` with `scalars = U` only on successful decode of valid Unicode scalar values"
"Phase 1 - Parse and Aggregate","complete","T","T ? Scalars","CursiveSpecification.md:1864","cursive/include/00_core/source_text.h:44-45 ? `Scalars` is the explicit alias for `std::vector<UnicodeScalar>`; cursive/src/00_core/source_load.cpp:334-338 computes normalized `T` as `NormalizeLF(NormalizeOutsideIdentifiers(stripped.scalars))` into a `Scalars` value and then moves it into `SourceFile`; the exact Unicode scalar domain is enforced by `UnicodeScalar`"
"Phase 1 - Parse and Aggregate","complete","L","L = LineStarts(T)","CursiveSpecification.md:1865","cursive/src/00_core/source_load.cpp:337-338 ? `L` is computed exactly as `Utf8Offsets/LineStarts(T)` on the normalized scalar sequence"
"Phase 1 - Parse and Aggregate","complete","j","j ? ? ? {?}","CursiveSpecification.md:1866","cursive/include/00_core/source_text.h:103; cursive/src/00_core/source_load.cpp:348-349 ? the embedded-BOM index is represented as `std::optional<std::size_t>`, the exact implementation analogue of `? ? {?}`"
"Phase 1 - Parse and Aggregate","complete","Step-Size","**(Step-Size)**
????????????????????????????????????????
?Start(f, B)? ? ?Sized(f, B)?","CursiveSpecification.md:1868-1870","cursive/src/00_core/source_load.cpp:231-234,374-377 ? `StepSize(SourceLoadStartState start)` now materializes the exact `?Start(f, B)? ? ?Sized(f, B)?` transition and `LoadSource` threads the resulting `SourceLoadSizedState` directly into the decode step; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10754-10775,16875 adds and invokes `issue573_step_size_transition_conformance`"
"Phase 1 - Parse and Aggregate","complete","Step-Decode","**(Step-Decode)**
? ? Decode(B) ? U
????????????????????????????????????????????
?Sized(f, B)? ? ?Decoded(f, B, U)?","CursiveSpecification.md:1872-1875","cursive/src/00_core/source_load.cpp:236-242,377-390 ? `StepDecode(SourceLoadSizedState sized, Scalars scalars)` now materializes the exact `?Sized(f, B)? ? ?Decoded(f, B, U)?` transition after successful `Decode(B) ? U`, and `LoadSource` threads the resulting `SourceLoadDecodedState` into BOM stripping; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10778-10799,16876 adds and invokes `issue574_step_decode_transition_conformance`"
"Phase 1 - Parse and Aggregate","complete","Step-Decode-Err","**(Step-Decode-Err)**
? ? Decode(B) ?
???????????????????????????????????????????????????????????
?Sized(f, B)? ? ?Error(Code(Step-Decode-Err))?","CursiveSpecification.md:1877-1880","cursive/src/00_core/source_load.cpp:244-248,378-385 ? `StepDecodeErr(SourceLoadSizedState sized)` now materializes the exact `?Sized(f, B)? ? ?Error(Code(Step-Decode-Err))?` transition as `SourceLoadErrorState{\E-SRC-0101\""}` and `LoadSource` emits `NoSpan-Decode` through that error-state code; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10801-10822"
"Phase 1 - Parse and Aggregate","complete","Step-BOM","**(Step-BOM)**
? ? StripBOM(U) ? (U', b, j)
????????????????????????????????????????????????
?Decoded(f, B, U)? ? ?BomStripped(f, B, U', b, j)?","CursiveSpecification.md:1882-1885","cursive/src/00_core/source_load.cpp:250-258,390-399,438-445 ? `StepBOM(SourceLoadDecodedState decoded, StripBOMResult stripped)` now materializes the exact `?Decoded(f, B, U)? ? ?BomStripped(f, B, U', b, j)?` transition from `StripBOM(U) ? (U', b, j)` and `LoadSource` threads the resulting `SourceLoadBomStrippedState` into normalization and span-source construction; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10824-10845,16878 adds and invokes `issue576_step_bom_transition_conformance`"
"Phase 1 - Parse and Aggregate","complete","Step-Norm","**(Step-Norm)**
T = NormalizeOutsideIdentifiers(U)    ? ? NormalizeLF(T) ? V
?????????????????????????????????????????????????????????????
?BomStripped(f, B, U, b, j)? ? ?Normalized(f, B, V, j)?","CursiveSpecification.md:1887-1890","cursive/src/00_core/source_load.cpp:261-269,394-424 ? `StepNorm(SourceLoadBomStrippedState stripped, Scalars scalars)` now materializes the exact `?BomStripped(f, B, U, b, j)? ? ?Normalized(f, B, V, j)?` transition after first computing `T = NormalizeOutsideIdentifiers(U)` and then `NormalizeLF(T) ? V`; `LoadSource` threads the resulting `SourceLoadNormalizedState` into span-source construction and embedded-BOM handling; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10848-10871,16879 adds and invokes `issue577_step_norm_transition_conformance`"
"Phase 1 - Parse and Aggregate","complete","Step-EmbeddedBOM-Err","**(Step-EmbeddedBOM-Err)**
j ? ?
???????????????????????????????????????????????????????????
?Normalized(f, B, T, j)? ? ?Error(Code(Step-EmbeddedBOM-Err))?","CursiveSpecification.md:1892-1895","cursive/src/00_core/source_load.cpp:271-275,413-420 ? `StepEmbeddedBOMErr(SourceLoadNormalizedState normalized)` now materializes the exact `?Normalized(f, B, T, j)? ? ?Error(Code(Step-EmbeddedBOM-Err))?` transition as `SourceLoadErrorState{\E-SRC-0103\""}`"
"Phase 1 - Parse and Aggregate","complete","Step-LineMap","**(Step-LineMap)**
j = ?    L = LineStarts(T)
????????????????????????????????????????????????????????????
?Normalized(f, B, T, j)? ? ?LineMapped(f, B, T, L)?","CursiveSpecification.md:1897-1900","cursive/src/00_core/source_load.cpp:277-285,438-445 ? `StepLineMap(SourceLoadNormalizedState normalized)` now materializes the exact `?Normalized(f, B, T, j)? ? ?LineMapped(f, B, T, L)?` transition by computing `L = LineStarts(T)` and carrying that `SourceLoadLineMappedState` into the live `SourceFile`; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10897-10921,16881 adds and invokes `issue579_step_line_map_transition_conformance`"
"Phase 1 - Parse and Aggregate","complete","Step-Prohibited","**(Step-Prohibited)**
? ? T : NoProhibited    S = ?path = f, bytes = B, scalars = T, text = EncodeUTF8(T), byte_len = ByteLen(T), line_starts = L, line_count = |L|?
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
?LineMapped(f, B, T, L)? ? ?Validated(S)?","CursiveSpecification.md:1902-1905","cursive/src/00_core/source_load.cpp:287-295,490-513 ? `StepProhibited(SourceLoadLineMappedState line_mapped)` now materializes the exact `?LineMapped(f, B, T, L)? ? ?Validated(S)?` transition by constructing `S = ?path = f, bytes = B, scalars = T, text = EncodeUTF8(T), byte_len = ByteLen(T), line_starts = L, line_count = |L|?` from the line-mapped state once `T : NoProhibited`; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10924-10946,16935 adds and invokes `issue580_step_prohibited_transition_conformance`"
"Phase 1 - Parse and Aggregate","complete","Step-Prohibited-Err","**(Step-Prohibited-Err)**
? ? T : NoProhibited
????????????????????????????????????????????????????????????
?LineMapped(f, B, T, L)? ? ?Error(Code(Step-Prohibited-Err))?","CursiveSpecification.md:1907-1910","cursive/src/00_core/source_load.cpp:298-301,499-506 ? `StepProhibitedErr(SourceLoadLineMappedState line_mapped)` now materializes the exact `?LineMapped(f, B, T, L)? ? ?Error(Code(Step-Prohibited-Err))?` transition as `SourceLoadErrorState{\E-SRC-0104\""}`"
"Phase 1 - Parse and Aggregate","complete","Cursive Language Specification > 4. Source Text and Lexical Structure > 4.1 Source Loading and Normalization > 4.1.8 Source Loading Pipeline paragraph @1912","**Source Load (Big-Step)**","CursiveSpecification.md:1912","n/a - heading-only organizational label with no standalone executable rule content"
"Phase 1 - Parse and Aggregate","complete","LoadSource-Ok","**(LoadSource-Ok)**
? ? Decode(B) ? U    ? ? StripBOM(U) ? (U', b, ?)    ? ? NormalizeLF(NormalizeOutsideIdentifiers(U')) ? T    L = LineStarts(T)    ? ? T : NoProhibited    S = ?path = f, bytes = B, scalars = T, text = EncodeUTF8(T), byte_len = ByteLen(T), line_starts = L, line_count = |L|?
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LoadSource(f, B) ? S","CursiveSpecification.md:1914-1917","cursive/src/00_core/source_load.cpp:314-380 ? `LoadSource` implements the full successful pipeline: decode, strip BOM, normalize LF, build line map, validate prohibited code points, and return the populated `SourceFile`"
"Phase 1 - Parse and Aggregate","complete","LoadSource-Err","**(LoadSource-Err)**
? ? LoadSource(f, B) ?* ?Error(c)?
??????????????????????????????????????
? ? LoadSource(f, B) ? c","CursiveSpecification.md:1919-1922","cursive/src/00_core/source_load.cpp:320-327,348-359,364-375 ? `LoadSource` returns failure with the appropriate diagnostic path on decode error, embedded BOM, or prohibited code point failure"
"Phase 1 - Parse and Aggregate","complete","S_tmp","S_tmp = ?path = f, bytes = B, text = EncodeUTF8(T), byte_len = ByteLen(T), line_starts = LineStarts(T), line_count = |LineStarts(T)|?","CursiveSpecification.md:1926","cursive/src/00_core/source_load.cpp:213-282,463-506 ? `SourceLoadSpanTemp` now materializes the exact reduced `S_tmp` tuple with `path`, `bytes`, `text`, `byte_len`, `line_starts`, and `line_count`, omitting any `scalars` field; `BuildSpanTemp(source)` plus `SpanOfTemp/SpanAtIndex(span_source, ...)` route the source-loading diagnostics through that reduced temporary record; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:10972-10999,16958 adds and invokes `issue582_span_temp_source_conformance`"
"Phase 1 - Parse and Aggregate","complete","O","O = Utf8Offsets(T)","CursiveSpecification.md:1928","cursive/src/00_core/source_load.cpp:338; cursive/include/00_core/source_text.h:33-42 ? `O` is computed exactly as `Utf8Offsets(T)`"
"Phase 1 - Parse and Aggregate","complete","O[|T|]","O[|T|] = ByteLen(T)","CursiveSpecification.md:1929","cursive/include/00_core/source_text.h:61-64;33-42 ? the final UTF-8 offset equals `ByteLen(T)` because `ByteLenFromScalars` returns the last entry of `Utf8Offsets(T)`"
"Phase 1 - Parse and Aggregate","complete","SpanAtIndex(T, i)","SpanAtIndex(T, i) = SpanOf(S_tmp, O[i], O[i+1])","CursiveSpecification.md:1931","cursive/src/00_core/source_load.cpp:268-273 ? `SpanAtIndex(const SourceLoadSpanTemp& source, offsets, index)` is implemented exactly as `SpanOf(S_tmp, O[i], O[i+1])` over the reduced temporary source information"
"Phase 1 - Parse and Aggregate","complete","SpanAtLineStart(T, k)","SpanAtLineStart(T, k) = SpanOf(S_tmp, s, e)","CursiveSpecification.md:1933","cursive/src/00_core/source_load.cpp:276-282 ? `SpanAtLineStart(const SourceLoadSpanTemp& source, std::size_t index)` now implements `SpanOf(S_tmp, s, e)` with `s = LineStarts(T)[k]` when `k < |LineStarts(T)|`, otherwise `ByteLen(T)`, and `e = min(s + 1, ByteLen(T))`; HelloCursive/Compiler/RunCompilerStaticConformance.ps1:11002-11020,16959 adds and invokes `issue583_span_at_line_start_conformance`"
