"implemented","rule name","rule content","spec location","compiler location"
"","StaticUndefined(J)","StaticUndefined(J) ⇔ ∃ r. Conclusion(r) = J ∧ ∃ π ∈ Premises(r). π = ⊥","CursiveSpecification.md:221",""
"","RuleId(r)","RuleId(r) = id ⇔ r is labeled (id)","CursiveSpecification.md:223",""
"","DiagIdOf(J)","DiagIdOf(J) = id ⇔ ∃ r. Conclusion(r) = J ∧ RuleId(r) = id","CursiveSpecification.md:224",""
"","DiagIdOf(J)","DiagIdOf(J) = ⊥ ⇔ ¬ ∃ r. Conclusion(r) = J ∧ RuleId(r) defined","CursiveSpecification.md:225",""
"","SectionId(r)","SectionId(r) ∈ String","CursiveSpecification.md:226",""
"","RulesIn(Σ)","RulesIn(Σ) = { r | SectionId(r) ∈ Σ }","CursiveSpecification.md:227",""
"","Static-Undefined","**(Static-Undefined)**
StaticUndefined(J)    Code(DiagIdOf(J)) = c
───────────────────────────────────────
Γ ⊢ J ⇑ c","CursiveSpecification.md:229-232",""
"","Static-Undefined-NoCode","**(Static-Undefined-NoCode)**
StaticUndefined(J)    Code(DiagIdOf(J)) = ⊥
────────────────────────────────────────
Γ ⊢ J ⇑","CursiveSpecification.md:234-237",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @239","**OutsideConformance.**","CursiveSpecification.md:239",""
"","If OutsideConformance holds, this specification imposes no requirements on observable behavior, diagnostics, or terminat","If OutsideConformance holds, this specification imposes no requirements on observable behavior, diagnostics, or termination. Implementations MAY exhibit any behavior.","CursiveSpecification.md:240",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @242","**Static vs. Runtime Checks.**","CursiveSpecification.md:242",""
"","CheckKind","CheckKind = {PatternExhaustiveness, TypeCompatibility, PermissionViolations, ProvenanceEscape, ArrayBounds, SafePointerValidity, IntegerOverflow, SliceBounds, IntDivisionByZero}","CursiveSpecification.md:243",""
"","StaticCheck","StaticCheck = {PatternExhaustiveness, TypeCompatibility, PermissionViolations, ProvenanceEscape, ArrayBounds, SafePointerValidity}","CursiveSpecification.md:245",""
"","RuntimeCheck","RuntimeCheck = {IntegerOverflow, SliceBounds, IntDivisionByZero}","CursiveSpecification.md:246",""
"","RuntimeBehavior(IntegerOverflow)","RuntimeBehavior(IntegerOverflow) = Panic","CursiveSpecification.md:248",""
"","RuntimeBehavior(SliceBounds)","RuntimeBehavior(SliceBounds) = Panic","CursiveSpecification.md:249",""
"","RuntimeBehavior(IntDivisionByZero)","RuntimeBehavior(IntDivisionByZero) = Panic","CursiveSpecification.md:250",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @252","ResourceExhaustion ⇒ OutsideConformance","CursiveSpecification.md:252",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @254","**Error Recovery.**","CursiveSpecification.md:254",""
"","LexRecovery","LexRecovery = SkipToNextTokenStart","CursiveSpecification.md:255",""
"","ParseRecovery","ParseRecovery = SyncSet({`;`, `}`, `EOF`})","CursiveSpecification.md:256",""
"","TypeRecovery","TypeRecovery = ContinueDecls","CursiveSpecification.md:257",""
"","MaxErrorCount","MaxErrorCount ∈ ℕ ∪ {∞}","CursiveSpecification.md:258",""
"","SuggestedMaxErrorCount","SuggestedMaxErrorCount = 100","CursiveSpecification.md:259",""
"","AbortOnErrorCount(n)","AbortOnErrorCount(n) ⇔ n ≥ MaxErrorCount","CursiveSpecification.md:260",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.3 Document Conventions paragraph @264","**NormativeKeywords.**","CursiveSpecification.md:264",""
"","NormativeKeywords","NormativeKeywords = {`MUST`, `MUST NOT`, `SHOULD`, `SHOULD NOT`, `MAY`}","CursiveSpecification.md:265",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.3 Document Conventions paragraph @267","**RFC 2119 Interpretation.**","CursiveSpecification.md:267",""
"","The keywords in NormativeKeywords MUST be interpreted as described in RFC 2119.","The keywords in NormativeKeywords MUST be interpreted as described in RFC 2119.","CursiveSpecification.md:268",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.3 Document Conventions paragraph @270","**DiagnosticCodeFormat.**","CursiveSpecification.md:270",""
"","DiagPrefix","DiagPrefix = {E, W, I}","CursiveSpecification.md:271",""
"","DiagCategory","DiagCategory = [A-Z]^3","CursiveSpecification.md:272",""
"","DiagDigits","DiagDigits = [0-9]^4","CursiveSpecification.md:273",""
"","DiagCode","DiagCode = DiagPrefix ++ ""-"" ++ DiagCategory ++ ""-"" ++ DiagDigits","CursiveSpecification.md:274",""
"","Bucket(Digits)","Bucket(Digits) = Digits[0..1]","CursiveSpecification.md:275",""
"","Seq(Digits)","Seq(Digits) = Digits[2..3]","CursiveSpecification.md:276",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @280","**NormativeRefs.**","CursiveSpecification.md:280",""
"","This specification relies on the following external documents:","This specification relies on the following external documents:","CursiveSpecification.md:281",""
"","[RFC2119]","Reference=[RFC2119] | Document=RFC 2119: Key words for use in RFCs to Indicate Requirement Levels | Usage=Normative keyword interpretation (§1.3)","CursiveSpecification.md:285",""
"","[UNICODE]","Reference=[UNICODE] | Document=The Unicode Standard, Version 15.0.0 | Usage=Source text encoding (§4.1), identifier normalization (§4.1.6), escape sequences (§4.2.6)","CursiveSpecification.md:286",""
"","[IEEE754]","Reference=[IEEE754] | Document=IEEE 754-2019: Standard for Floating-Point Arithmetic | Usage=Float literal semantics (§16.1), float type representation (§24.2.1)","CursiveSpecification.md:287",""
"","[LLVM21]","Reference=[LLVM21] | Document=LLVM Language Reference Manual, Version 21 | Usage=Backend target and IR requirements (§24.1, §24.7)","CursiveSpecification.md:288",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @290","**Reference Details.**
[RFC2119] Bradner, S., ""Key words for use in RFCs to Indicate Requirement Levels"", BCP 14, RFC 2119, March 1997. https://www.rfc-editor.org/rfc/rfc2119","CursiveSpecification.md:290-291",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @293","[UNICODE] The Unicode Consortium. The Unicode Standard, Version 15.0.0, (Mountain View, CA: The Unicode Consortium, 2022). https://www.unicode.org/versions/Unicode15.0.0/","CursiveSpecification.md:293",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @295","[IEEE754] IEEE. ""IEEE Standard for Floating-Point Arithmetic,"" IEEE Std 754-2019, July 2019.","CursiveSpecification.md:295",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @297","[LLVM21] LLVM Project. ""LLVM Language Reference Manual,"" Version 21. https://llvm.org/docs/LangRef.html","CursiveSpecification.md:297",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @299","**Conformance.**","CursiveSpecification.md:299",""
"","A conforming implementation MUST implement the features of the referenced standards as specified in this document. Where","A conforming implementation MUST implement the features of the referenced standards as specified in this document. Where this specification differs from a referenced standard, this specification takes precedence.","CursiveSpecification.md:300",""
"","TranslationPhases","TranslationPhases = [Phase1, Phase2, Phase3, Phase4]","CursiveSpecification.md:304",""
"","Phase1","Phase1 = ParseAndAggregate","CursiveSpecification.md:305",""
"","Phase2","Phase2 = ExecuteComptime","CursiveSpecification.md:306",""
"","Phase3","Phase3 = ResolveAndTypecheck","CursiveSpecification.md:307",""
"","Phase4","Phase4 = LowerAndEmit","CursiveSpecification.md:308",""
"","Γ","Γ ⊢ ExecuteComptime(P, Ms) ⇓ Ms_ct ⇔ Γ ⊢ ComptimePass(P, Ms) ⇓ Ms_ct","CursiveSpecification.md:310",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.5 Compile-Time Execution and Phase Ordering requirement 1","1. Phase 1 MUST parse and aggregate all modules before Phase 2 begins.","CursiveSpecification.md:312",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.5 Compile-Time Execution and Phase Ordering requirement 2","2. Phase 2 MUST execute all compile-time forms over the Phase 1 module set in deterministic dependency order.","CursiveSpecification.md:313",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.5 Compile-Time Execution and Phase Ordering requirement 3","3. Any declaration emitted during Phase 2 MUST be incorporated into the module set before Phase 3 begins.","CursiveSpecification.md:314",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.5 Compile-Time Execution and Phase Ordering requirement 4","4. Phase 3 MUST resolve names and discharge static semantics against the Phase 2-expanded module set.","CursiveSpecification.md:315",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.5 Compile-Time Execution and Phase Ordering requirement 5","5. Phase 4 MUST lower and emit only the program accepted by Phase 3.","CursiveSpecification.md:316",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.5 Compile-Time Execution and Phase Ordering paragraph @318","The syntax and semantics of compile-time forms are defined by Chapter 22.","CursiveSpecification.md:318",""
"","TargetProfile","TargetProfile = {`x86_64-sysv`, `x86_64-win64`, `aarch64-aapcs64`}","CursiveSpecification.md:322",""
"","SelectedTargetProfile","SelectedTargetProfile ∈ TargetProfile
The selected target profile is an explicit compilation input.","CursiveSpecification.md:323-324",""
"","TargetArch(`x86_64-sysv`)","TargetArch(`x86_64-sysv`) = `x86_64`","CursiveSpecification.md:326",""
"","TargetArch(`x86_64-win64`)","TargetArch(`x86_64-win64`) = `x86_64`","CursiveSpecification.md:327",""
"","TargetArch(`aarch64-aapcs64`)","TargetArch(`aarch64-aapcs64`) = `aarch64`","CursiveSpecification.md:328",""
"","Endianness","Endianness = Little","CursiveSpecification.md:330",""
"","PtrSizeBytes","PtrSizeBytes = PtrSize","CursiveSpecification.md:331",""
"","Target(`x86_64-sysv`)","Target(`x86_64-sysv`) = ""x86_64-unknown-linux-gnu""","CursiveSpecification.md:333",""
"","Target(`x86_64-win64`)","Target(`x86_64-win64`) = ""x86_64-pc-windows-msvc""","CursiveSpecification.md:334",""
"","Target(`aarch64-aapcs64`)","Target(`aarch64-aapcs64`) = ""aarch64-unknown-linux-gnu""","CursiveSpecification.md:335",""
"","Cursive Language Specification > 1. Conformance and Notation > 1.6 Target and ABI Assumptions paragraph @337","Layout and ABI requirements are defined only by their canonical owner sections in this document, especially Chapters 12, 13, 14.6, and 23.2. The source-draft bundle name `LayoutSpec` is not a separate normative relation in this reorganization.","CursiveSpecification.md:337",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.1 Source Locations and Spans paragraph @343","**SourceLocation.**","CursiveSpecification.md:343",""
"","SourceLocation","SourceLocation = ⟨file, offset, line, column⟩","CursiveSpecification.md:344",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.1 Source Locations and Spans paragraph @346","**Span.**","CursiveSpecification.md:346",""
"","Span","Span = ⟨file, start_offset, end_offset, start_line, start_col, end_line, end_col⟩","CursiveSpecification.md:347",""
"","SpanRange(sp)","SpanRange(sp) = [sp.start_offset, sp.end_offset)","CursiveSpecification.md:349",""
"","WF-Location","**(WF-Location)**
0 ≤ o    Γ ⊢ Locate(S, o) ⇓ ℓ_loc
────────────────────────────────
Γ ⊢ ℓ_loc : LocationOk","CursiveSpecification.md:351-354",""
"","WF-Span","**(WF-Span)**
0 ≤ s ≤ e ≤ S.byte_len    Γ ⊢ Locate(S, s) ⇓ ℓ_s    Γ ⊢ Locate(S, e) ⇓ ℓ_e
──────────────────────────────────────────────────────────────────────────
Γ ⊢ ⟨S.path, s, e, ℓ_s.line, ℓ_s.column, ℓ_e.line, ℓ_e.column⟩ : SpanOk","CursiveSpecification.md:356-359",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.1 Source Locations and Spans paragraph @361","**Span Construction**","CursiveSpecification.md:361",""
"","ClampSpan(S, s, e)","ClampSpan(S, s, e) = (s', e')","CursiveSpecification.md:362",""
"","s'","s' = min(s, S.byte_len)","CursiveSpecification.md:363",""
"","e'","e' = min(max(e, s'), S.byte_len)","CursiveSpecification.md:364",""
"","Span-Of","**(Span-Of)**
Γ ⊢ ClampSpan(S, s, e) ⇓ (s', e')    Γ ⊢ ⟨S.path, s', e', line_s, col_s, line_e, col_e⟩ : SpanOk
────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ SpanOf(S, s, e) ⇓ ⟨S.path, s', e', line_s, col_s, line_e, col_e⟩","CursiveSpecification.md:366-369",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.2 Token Spans paragraph @373","**TokenKind.**","CursiveSpecification.md:373",""
"","TokenKind","TokenKind = TokenKind_(§4.2.4) ∪ {Unknown}","CursiveSpecification.md:374",""
"","No-Unknown-Ok","**(No-Unknown-Ok)**
∀ t ∈ K. t.kind ≠ Unknown
─────────────────────────
Γ ⊢ K : TokenStreamOk","CursiveSpecification.md:376-379",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.2 Token Spans paragraph @381","**RawToken.**","CursiveSpecification.md:381",""
"","RawToken","RawToken = ⟨kind, lexeme, s, e⟩","CursiveSpecification.md:382",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.2 Token Spans paragraph @384","**Token.**","CursiveSpecification.md:384",""
"","Token","Token = ⟨kind, lexeme, span⟩","CursiveSpecification.md:385",""
"","Attach-Token-Ok","**(Attach-Token-Ok)**
Γ ⊢ SpanOf(S, s, e) ⇓ sp
───────────────────────────────────────────────
Γ ⊢ AttachSpan(S, ⟨k, ℓ, s, e⟩) ⇓ ⟨k, ℓ, sp⟩","CursiveSpecification.md:387-390",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.2 Token Spans paragraph @392","**Token Stream Attachment (Big-Step)**","CursiveSpecification.md:392",""
"","Attach-Tokens-Ok","**(Attach-Tokens-Ok)**
∀ r ∈ rs, Γ ⊢ AttachSpan(S, r) ⇓ t    ts = [t | r ∈ rs]
──────────────────────────────────────────────────────────────
Γ ⊢ AttachSpans(S, rs) ⇓ ts","CursiveSpecification.md:394-397",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.3 Diagnostic Records and Emission paragraph @401","**Diagnostic.**","CursiveSpecification.md:401",""
"","Severity","Severity = {Error, Warning}","CursiveSpecification.md:402",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.3 Diagnostic Records and Emission paragraph @404","**Diagnostic Stream.**","CursiveSpecification.md:404",""
"","Δ","Δ = [d_1, …, d_n]","CursiveSpecification.md:405",""
"","Emit-Append","**(Emit-Append)**
────────────────────────────────────────────
Γ ⊢ Emit(Δ, d) ⇓ (Δ ++ [d])","CursiveSpecification.md:407-409",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.3 Diagnostic Records and Emission paragraph @411","**Emit (Implicit).**","CursiveSpecification.md:411",""
"","SeverityColumn : DiagCode → Severity","SeverityColumn : DiagCode → Severity","CursiveSpecification.md:412",""
"","ConditionColumn : DiagCode → String","ConditionColumn : DiagCode → String","CursiveSpecification.md:413",""
"","SeverityColumn(c)","SeverityColumn(c) = sev ⇔ a normative diagnostic table in this specification defines code `c` with severity `sev`.","CursiveSpecification.md:415",""
"","ConditionColumn(c)","ConditionColumn(c) = cond ⇔ a normative diagnostic table in this specification defines code `c` with condition text `cond`.","CursiveSpecification.md:416",""
"","Emit(c)","Emit(c) = Emit(Δ, ⟨c, Severity(c), Message(c), ⊥⟩)","CursiveSpecification.md:418",""
"","Emit(c, sp)","Emit(c, sp) = Emit(Δ, ⟨c, Severity(c), Message(c), sp⟩)","CursiveSpecification.md:419",""
"","EmitList([])","EmitList([]) = ok","CursiveSpecification.md:420",""
"","EmitList([d] ++ ds)","EmitList([d] ++ ds) = (Γ ⊢ Emit(d)) ∧ EmitList(ds)","CursiveSpecification.md:421",""
"","Severity(c)","Severity(c) = SeverityColumn(c)","CursiveSpecification.md:423",""
"","Message(c)","Message(c) = ConditionColumn(c)","CursiveSpecification.md:424",""
"","CompileStatus(Δ)","CompileStatus(Δ) =
 fail  if HasError(Δ)
 ok    otherwise","CursiveSpecification.md:426-428",""
"","SpecCode : DiagId ⇀ DiagCode","SpecCode : DiagId ⇀ DiagCode","CursiveSpecification.md:432",""
"","SpecCode(id)","SpecCode(id) = c ⇔ the owning construct section of this specification assigns diagnostic code `c` to identifier `id`.","CursiveSpecification.md:433",""
"","SpecCode(id)","SpecCode(id) = ⊥ ⇔ no owning construct section of this specification assigns a diagnostic code to `id`.","CursiveSpecification.md:434",""
"","Code","**(Code)**
SpecCode(id) = c
────────────────────────────
Γ ⊢ Code(id) ⇓ c","CursiveSpecification.md:436-439",""
"","Appendix A is informative only. It MUST NOT define `SpecCode`, `SeverityColumn`, or `ConditionColumn`.","Appendix A is informative only. It MUST NOT define `SpecCode`, `SeverityColumn`, or `ConditionColumn`.","CursiveSpecification.md:441",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.4 Diagnostic Code Selection paragraph @443","**DiagId-Code Mapping.**
id emits a diagnostic
────────────────────────────","CursiveSpecification.md:443-445",""
"","Γ","Γ ⊢ Emit(Code(id))
⇑ ≡ ⇑ Code(id)","CursiveSpecification.md:446-447",""
"","Cursive Language Specification > 2. Diagnostic Infrastructure > 2.4 Diagnostic Code Selection paragraph @449","**Resolution Failure.**
NoDiag(↑)","CursiveSpecification.md:449-450",""
"","Order","**(Order)**
Δ = [d_1, d_2, …, d_n]
──────────────────────────────────────────────────
Γ ⊢ Order(Δ) ⇓ [d_1, d_2, …, d_n]","CursiveSpecification.md:454-457",""
