row_id,task_id,responsibility,shared_work_surface,status,rule name,spec location,compiler location,rule content
103,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,"StmtKind(CompoundAssignStmt(_, _, _))",CursiveSpecification.md:181,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,"StmtKind(CompoundAssignStmt(_, _, _)) = `compound_assign`"
104,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,StmtKind(DeferStmt(_)),CursiveSpecification.md:182,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,StmtKind(DeferStmt(_)) = `defer`
105,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,"StmtKind(RegionStmt(_, _, _))",CursiveSpecification.md:183,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,"StmtKind(RegionStmt(_, _, _)) = `region`"
106,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,"StmtKind(FrameStmt(_, _))",CursiveSpecification.md:184,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,"StmtKind(FrameStmt(_, _)) = `frame`"
107,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,"StmtKind(KeyBlockStmt(_, _, _, _))",CursiveSpecification.md:185,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,"StmtKind(KeyBlockStmt(_, _, _, _)) = `key_block`"
108,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,StmtKind(ReturnStmt(_)),CursiveSpecification.md:186,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,StmtKind(ReturnStmt(_)) = `return`
109,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,StmtKind(BreakStmt(_)),CursiveSpecification.md:187,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,StmtKind(BreakStmt(_)) = `break`
110,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,StmtKind(ContinueStmt),CursiveSpecification.md:188,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,StmtKind(ContinueStmt) = `continue`
111,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,StmtKind(UnsafeBlockStmt(_)),CursiveSpecification.md:189,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,StmtKind(UnsafeBlockStmt(_)) = `unsafe`
112,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,StmtKind(_),CursiveSpecification.md:190,cursive/src/02_source/ast/nodes/ast_nodes.cpp:222-239,StmtKind(_) = ⊥
113,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,ExprStmtConstructs(P),CursiveSpecification.md:192,,"ExprStmtConstructs(P) = { ExprKind(e) | m ∈ P.modules ∧ e ∈ ExprNodes(P, m) ∧ ExprKind(e) ≠ ⊥ } ∪ { StmtKind(s) | m ∈ P.modules ∧ s ∈ StmtNodes(P, m) ∧ StmtKind(s) ≠ ⊥ }"
114,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,CapConstructs(P),CursiveSpecification.md:194,,"CapConstructs(P) = { c | c ∈ {`Context`, `FileSystem`, `Network`, `HeapAllocator`, `ExecutionDomain`, `Reactor`} ∧ ∃ m, t. m ∈ P.modules ∧ t ∈ TypeNodes(P, m) ∧ t = TypePath([c]) }"
115,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Constructs(P),CursiveSpecification.md:196,,Constructs(P) = TopDeclConstructs(P) ∪ TypeConstructs(P) ∪ PermConstructs(P) ∪ ExprStmtConstructs(P) ∪ CapConstructs(P)
116,TASK-005,Cross-Phase / Build Setup and Infrastructure,compiler/04_analysis,incorrect,Reject-IllFormed,CursiveSpecification.md:198-201,cursive/src/04_analysis/conformance/conformance.cpp:72-87; cursive/include/04_analysis/conformance/conformance.h:18-34,"**(Reject-IllFormed)**
¬ Conforming(P)
─────────────────
Γ ⊢ Reject(P)"
117,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.1 Conformance paragraph @203,CursiveSpecification.md:203,,**TranslationPhases.**
118,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,TranslationPhases,CursiveSpecification.md:204,,"TranslationPhases = [Phase1, Phase2, Phase3, Phase4]"
119,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @208,CursiveSpecification.md:208,,**IllFormed.**
120,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,incorrect,StaticJudgSet,CursiveSpecification.md:209,cursive/src/00_core/behavior_model.cpp:55-123; cursive/include/00_core/behavior_model.h:76-90,StaticJudgSet = WFModulePathJudg ∪ LinkJudg ∪ ParseJudgment ∪ ResolvePathJudg ∪ ResolveExprListJudg ∪ ResolveEnumPayloadJudg ∪ ResolveCalleeJudg ∪ ResolveIfCaseJudg ∪ ResolveStmtSeqJudg ∪ TypeEqJudg ∪ ConstLenJudg ∪ SubtypingJudg ∪ PermAdmitsJudg ∪ ArgsOkTJudg ∪ TypeInfJudg ∪ StmtJudg ∪ PatJudg ∪ ExprJudg ∪ CaseJudg ∪ DeclJudg ∪ BJudgment ∪ ArgPassJudg ∪ ProvPlaceJudg ∪ ProvExprJudg ∪ ProvStmtJudg ∪ BlockProvJudg ∪ ArgsOkJudg ∪ TypeWFJudg ∪ StringBytesJudg ∪ BitcopyDropJudg ∪ BitcopyJudg ∪ CloneJudg ∪ DropJudg ∪ FfiSafeJudg ∪ TypeRefsJudg ∪ ValueRefsJudg ∪ CodegenJudg ∪ LayoutJudg ∪ EncodeConstJudg ∪ ValidValueJudg ∪ RecordLayoutJudg ∪ UnionLayoutJudg ∪ TupleLayoutJudg ∪ RangeLayoutJudg ∪ EnumLayoutJudg ∪ ModalLayoutJudg ∪ DynLayoutJudg ∪ ABITyJudg ∪ ABIParamJudg ∪ ABIRetJudg ∪ ABICallJudg ∪ LowerCallJudg ∪ MangleJudg ∪ LinkageJudg ∪ EvalOrderJudg ∪ LowerExprJudg ∪ LowerStmtJudg ∪ PatternLowerJudg ∪ LowerBindJudg ∪ GlobalsJudg ∪ ConstInitJudg ∪ CleanupJudg ∪ RuntimeIfcJudg ∪ DynDispatchJudg ∪ ChecksJudg ∪ LLVMAttrJudg ∪ RuntimeDeclJudg ∪ LLVMTyJudg ∪ LLVMEmitJudg ∪ LowerIRJudg ∪ BindStorageJudg ∪ LLVMCallJudg ∪ VTableJudg ∪ LiteralEmitJudg ∪ BuiltinSymJudg ∪ DropHookJudg ∪ EntryJudg ∪ PoisonJudg
121,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,incorrect,StaticRuleSet,CursiveSpecification.md:210,cursive/src/00_core/behavior_model.cpp:216-233,StaticRuleSet = { r | Conclusion(r) ∈ StaticJudgSet }
122,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,incorrect,Conclusion(r),CursiveSpecification.md:211,cursive/src/00_core/behavior_model.cpp:236-241,Conclusion(r) = J    (r is written (π_1 … π_k) / J)
123,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Premises(r),CursiveSpecification.md:212,,"Premises(r) = [π_1, …, π_k]    (r is written (π_1 … π_k) / _)"
124,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Subject(Γ,CursiveSpecification.md:213,,Subject(Γ ⊢ j) = j_0 where j_0 is the leftmost term to the right of ⊢
125,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,EnvOf(Γ,CursiveSpecification.md:214-215,,"EnvOf(Γ ⊢ j) = Γ
θ ranges over substitutions of metavariables in r"
126,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,"Applies(r, x)",CursiveSpecification.md:216,,"Applies(r, x) ⇔ ∃ θ. Subject(Conclusion(r)[θ]) = x"
127,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,"PremisesHold(r, x)",CursiveSpecification.md:217,,"PremisesHold(r, x) ⇔ ∃ θ. Subject(Conclusion(r)[θ]) = x ∧ Γ_r = EnvOf(Conclusion(r)[θ]) ∧ ∀ π ∈ Premises(r)[θ]. π ≠ ⊥ ∧ (π is a judgment ⇒ Γ_r ⊢ π)"
128,TASK-005,Cross-Phase / Build Setup and Infrastructure,compiler/04_analysis,incorrect,IllFormed(x),CursiveSpecification.md:218,cursive/src/04_analysis/conformance/conformance.cpp:72-79; cursive/include/04_analysis/conformance/conformance.h:18-24,"IllFormed(x) ⇔ ∃ r ∈ StaticRuleSet. Applies(r, x) ∧ ¬ PremisesHold(r, x)"
129,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @220,CursiveSpecification.md:220,,**Undefinedness Policy.**
130,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,incorrect,StaticUndefined(J),CursiveSpecification.md:221,cursive/src/00_core/behavior_model.cpp:281-306,StaticUndefined(J) ⇔ ∃ r. Conclusion(r) = J ∧ ∃ π ∈ Premises(r). π = ⊥
131,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,RuleId(r),CursiveSpecification.md:223,,RuleId(r) = id ⇔ r is labeled (id)
132,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,incorrect,DiagIdOf(J),CursiveSpecification.md:224,cursive/src/00_core/behavior_model.cpp:244-254,DiagIdOf(J) = id ⇔ ∃ r. Conclusion(r) = J ∧ RuleId(r) = id
133,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,incorrect,DiagIdOf(J),CursiveSpecification.md:225,cursive/src/00_core/behavior_model.cpp:244-254,DiagIdOf(J) = ⊥ ⇔ ¬ ∃ r. Conclusion(r) = J ∧ RuleId(r) defined
134,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,SectionId(r),CursiveSpecification.md:226,,SectionId(r) ∈ String
135,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,RulesIn(Σ),CursiveSpecification.md:227,,RulesIn(Σ) = { r | SectionId(r) ∈ Σ }
136,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,incorrect,Static-Undefined,CursiveSpecification.md:229-232,cursive/src/00_core/behavior_model.cpp:281-306,"**(Static-Undefined)**
StaticUndefined(J)    Code(DiagIdOf(J)) = c
───────────────────────────────────────
Γ ⊢ J ⇑ c"
137,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,incorrect,Static-Undefined-NoCode,CursiveSpecification.md:234-237,cursive/src/00_core/behavior_model.cpp:281-306,"**(Static-Undefined-NoCode)**
StaticUndefined(J)    Code(DiagIdOf(J)) = ⊥
────────────────────────────────────────
Γ ⊢ J ⇑"
138,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @239,CursiveSpecification.md:239,,**OutsideConformance.**
139,TASK-005,Cross-Phase / Build Setup and Infrastructure,compiler/04_analysis,incorrect,"If OutsideConformance holds, this specification imposes no requirements on observable behavior, diagnostics, or terminat",CursiveSpecification.md:240,cursive/src/04_analysis/conformance/conformance.cpp:68-84; cursive/include/04_analysis/conformance/conformance.h:20-24,"If OutsideConformance holds, this specification imposes no requirements on observable behavior, diagnostics, or termination. Implementations MAY exhibit any behavior."
140,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @242,CursiveSpecification.md:242,,**Static vs. Runtime Checks.**
147,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @252,CursiveSpecification.md:252,,ResourceExhaustion ⇒ OutsideConformance
148,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.2 Behavior Types paragraph @254,CursiveSpecification.md:254,,**Error Recovery.**
149,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,LexRecovery,CursiveSpecification.md:255,,LexRecovery = SkipToNextTokenStart
150,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,ParseRecovery,CursiveSpecification.md:256,cursive/src/02_source/parser/parser_recovery.cpp:49-57; cursive/src/02_source/parser/parser_recovery.cpp:102-123,"ParseRecovery = SyncSet({`;`, `}`, `EOF`})"
151,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,TypeRecovery,CursiveSpecification.md:257,,TypeRecovery = ContinueDecls
155,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.3 Document Conventions paragraph @264,CursiveSpecification.md:264,,**NormativeKeywords.**
156,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,NormativeKeywords,CursiveSpecification.md:265,,"NormativeKeywords = {`MUST`, `MUST NOT`, `SHOULD`, `SHOULD NOT`, `MAY`}"
157,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.3 Document Conventions paragraph @267,CursiveSpecification.md:267,,**RFC 2119 Interpretation.**
158,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,The keywords in NormativeKeywords MUST be interpreted as described in RFC 2119.,CursiveSpecification.md:268,,The keywords in NormativeKeywords MUST be interpreted as described in RFC 2119.
159,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.3 Document Conventions paragraph @270,CursiveSpecification.md:270,,**DiagnosticCodeFormat.**
161,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,DiagCategory,CursiveSpecification.md:272,,DiagCategory = [A-Z]^3
162,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,DiagDigits,CursiveSpecification.md:273,,DiagDigits = [0-9]^4
163,TASK-004,Cross-Phase / Build Setup and Infrastructure,compiler/00_core,complete,DiagCode,CursiveSpecification.md:274,"cursive/src/00_core/behavior_model.cpp:136-153; cursive/src/00_core/diagnostic_codes.cpp:19-31 (diagnostic-code shape now accepts `E`, `W`, `I`, and `P` prefixes)","DiagCode = DiagPrefix ++ ""-"" ++ DiagCategory ++ ""-"" ++ DiagDigits"
164,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Bucket(Digits),CursiveSpecification.md:275,,Bucket(Digits) = Digits[0..1]
165,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Seq(Digits),CursiveSpecification.md:276,,Seq(Digits) = Digits[2..3]
166,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @280,CursiveSpecification.md:280,,**NormativeRefs.**
167,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,This specification relies on the following external documents:,CursiveSpecification.md:281,,This specification relies on the following external documents:
168,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,[RFC2119],CursiveSpecification.md:285,,Reference=[RFC2119] | Document=RFC 2119: Key words for use in RFCs to Indicate Requirement Levels | Usage=Normative keyword interpretation (§1.3)
169,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,[UNICODE],CursiveSpecification.md:286,,"Reference=[UNICODE] | Document=The Unicode Standard, Version 15.0.0 | Usage=Source text encoding (§4.1), identifier normalization (§4.1.6), escape sequences (§4.2.6)"
170,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,[IEEE754],CursiveSpecification.md:287,,"Reference=[IEEE754] | Document=IEEE 754-2019: Standard for Floating-Point Arithmetic | Usage=Float literal semantics (§16.1), float type representation (§24.2.1)"
171,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,[LLVM21],CursiveSpecification.md:288,,"Reference=[LLVM21] | Document=LLVM Language Reference Manual, Version 21 | Usage=Backend target and IR requirements (§24.1, §24.7)"
172,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @290,CursiveSpecification.md:290-291,,"**Reference Details.**
[RFC2119] Bradner, S., ""Key words for use in RFCs to Indicate Requirement Levels"", BCP 14, RFC 2119, March 1997. https://www.rfc-editor.org/rfc/rfc2119"
173,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @293,CursiveSpecification.md:293,,"[UNICODE] The Unicode Consortium. The Unicode Standard, Version 15.0.0, (Mountain View, CA: The Unicode Consortium, 2022). https://www.unicode.org/versions/Unicode15.0.0/"
174,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @295,CursiveSpecification.md:295,,"[IEEE754] IEEE. ""IEEE Standard for Floating-Point Arithmetic,"" IEEE Std 754-2019, July 2019."
175,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @297,CursiveSpecification.md:297,,"[LLVM21] LLVM Project. ""LLVM Language Reference Manual,"" Version 21. https://llvm.org/docs/LangRef.html"
176,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Cursive Language Specification > 1. Conformance and Notation > 1.4 Normative References paragraph @299,CursiveSpecification.md:299,,**Conformance.**
177,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,A conforming implementation MUST implement the features of the referenced standards as specified in this document. Where,CursiveSpecification.md:300,,"A conforming implementation MUST implement the features of the referenced standards as specified in this document. Where this specification differs from a referenced standard, this specification takes precedence."
178,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,TranslationPhases,CursiveSpecification.md:304,,"TranslationPhases = [Phase1, Phase2, Phase3, Phase4]"
179,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Phase1,CursiveSpecification.md:305,,Phase1 = ParseAndAggregate
180,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Phase2,CursiveSpecification.md:306,,Phase2 = ExecuteComptime
181,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Phase3,CursiveSpecification.md:307,,Phase3 = ResolveAndTypecheck
182,TASK-001,Cross-Phase / Build Setup and Infrastructure,unmapped/no-compiler-location,missing,Phase4,CursiveSpecification.md:308,,Phase4 = LowerAndEmit
183,TASK-002,Cross-Phase / Build Setup and Infrastructure,compiler/02_source,incorrect,Γ,CursiveSpecification.md:310,cursive/include/03_comptime/comptime.h:17-23; cursive/src/03_comptime/pass.cpp:123-172,"Γ ⊢ ExecuteComptime(P, Ms) ⇓ Ms_ct ⇔ Γ ⊢ ComptimePass(P, Ms) ⇓ Ms_ct"
